8191	998	966	2687	8191
8191	99	6009	4828	8191
8191	990	5935	542	8191
8191	988	6413	3511	8191
8191	978	8007	7021	8191
8191	978	3508	3565	8191
8191	967	4671	2195	8191
8191	965	3461	5446	8191
8191	963	6764	781	8191
8191	959	4630	5224	8191
8191	954	5972	773	8191
8191	947	7127	5552	8191
8191	932	6895	7848	8191
8191	932	583	1003	8191
8191	926	4304	1258	8191
8191	923	4183	7008	8191
8191	918	3906	2527	8191
8191	915	3499	2278	8191
8191	913	4634	1249	8191
8191	913	1789	1564	8191
8191	911	3822	292	8191
8191	907	5025	7316	8191
8191	902	732	8103	8191
8191	869	5911	1690	8191
8191	851	7882	3042	8191
8191	843	4995	1992	8191
8191	840	6001	7809	8191
8191	837	7545	7399	8191
8191	836	2748	2853	8191
8191	83	4357	6842	8191
8191	834	3542	1501	8191
8191	834	2163	7642	8191
8191	832	5984	5515	8191
8191	829	5858	1575	8191
8191	822	4122	5426	8191
8191	8184	489	825	8191
8191	8167	6672	1987	8191
8191	816	6126	7753	8191
8191	816	3704	1699	8191
8191	8148	7490	3257	8191
8191	8148	1579	5831	8191
8191	8137	6627	8029	8191
8191	8137	3686	2316	8191
8191	8137	35	839	8191
8191	8128	689	6896	8191
8191	8125	7492	7653	8191
8191	8125	5074	2075	8191
8191	8121	4339	2828	8191
8191	8118	3035	5842	8191
8191	8117	1286	2412	8191
8191	810	4759	6101	8191
8191	810	2763	1111	8191
8191	809	3346	1001	8191
8191	8073	521	2800	8191
8191	8073	343	5790	8191
8191	8067	2384	653	8191
8191	8058	3769	747	8191
8191	8057	4238	6579	8191
8191	8051	6697	5218	8191
8191	8051	467	5350	8191
8191	8041	5158	1943	8191
8191	8040	839	7502	8191
8191	8035	5914	3271	8191
8191	8035	1956	7788	8191
8191	8032	7063	34	8191
8191	8032	230	6721	8191
8191	8026	8168	7125	8191
8191	8024	1228	1348	8191
8191	8017	608	5572	8191
8191	8006	7369	4921	8191
8191	7996	5989	1639	8191
8191	7984	6190	3631	8191
8191	797	7610	6298	8191
8191	7976	6339	3426	8191
8191	7975	7597	3837	8191
8191	7975	329	974	8191
8191	797	2939	5174	8191
8191	7963	2004	3603	8191
8191	7961	53	7798	8191
8191	7939	3002	4547	8191
8191	7939	142	2929	8191
8191	7925	3000	2965	8191
8191	7923	849	4525	8191
8191	7921	7206	4323	8191
8191	7919	7636	6747	8191
8191	791	822	6744	8191
8191	7917	6677	569	8191
8191	7917	4823	1148	8191
8191	7917	294	939	8191
8191	791	5566	6925	8191
8191	7914	3982	4513	8191
8191	7904	5071	246	8191
8191	7900	5288	3341	8191
8191	7899	2086	5986	8191
8191	7897	2707	5770	8191
8191	7889	6975	2705	8191
8191	788	747	2925	8191
8191	7885	3540	7616	8191
8191	7884	6658	5854	8191
8191	7856	8042	6369	8191
8191	784	5901	3063	8191
8191	7841	4614	3780	8191
8191	7835	7965	1853	8191
8191	7817	1402	2516	8191
8191	7807	6150	6339	8191
8191	7806	7934	4792	8191
8191	779	1733	6677	8191
8191	7785	125	5042	8191
8191	7784	2656	5367	8191
8191	7765	5611	5045	8191
8191	776	3332	5351	8191
8191	7761	51	635	8191
8191	7761	5160	1671	8191
8191	7754	1775	7048	8191
8191	7743	5003	3353	8191
8191	7731	2412	719	8191
8191	7711	1300	737	8191
8191	771	1073	6140	8191
8191	7708	3205	5344	8191
8191	7704	697	1407	8191
8191	7703	7032	2156	8191
8191	7698	3464	338	8191
8191	7695	7424	7484	8191
8191	7694	2907	62	8191
8191	7693	7858	3946	8191
8191	7684	6652	5250	8191
8191	7682	1906	2279	8191
8191	7659	3434	6348	8191
8191	7651	732	2806	8191
8191	7649	4562	4881	8191
8191	7649	2857	4633	8191
8191	7642	3162	1221	8191
8191	76	2989	1341	8191
8191	7629	338	2423	8191
8191	7628	2260	2516	8191
8191	7616	6827	2751	8191
8191	761	6142	6908	8191
8191	760	7627	1573	8191
8191	7605	999	1486	8191
8191	7605	7502	5356	8191
8191	7597	7695	7804	8191
8191	7587	5098	1681	8191
8191	7581	7946	2011	8191
8191	7579	6710	7030	8191
8191	7579	5248	7712	8191
8191	7578	3026	7279	8191
8191	7575	607	1993	8191
8191	7571	4469	6237	8191
8191	7569	2034	1661	8191
8191	756	7155	986	8191
8191	7545	6942	246	8191
8191	7542	3403	6465	8191
8191	7533	5124	3966	8191
8191	7533	3798	1159	8191
8191	7533	2806	3222	8191
8191	7526	8107	1127	8191
8191	7525	2104	4542	8191
8191	7523	5974	8125	8191
8191	7520	1276	3577	8191
8191	7516	6105	1506	8191
8191	7505	5887	4190	8191
8191	7505	4157	2457	8191
8191	7505	1943	3444	8191
8191	7498	678	107	8191
8191	7496	3708	5918	8191
8191	7496	2400	7264	8191
8191	7491	1661	2233	8191
8191	7486	6622	5302	8191
8191	747	5444	4123	8191
8191	7468	7986	72	8191
8191	7468	7280	1913	8191
8191	7468	4289	7266	8191
8191	7463	7034	4468	8191
8191	7457	719	7722	8191
8191	7456	2913	2951	8191
8191	7455	2036	391	8191
8191	744	999	2112	8191
8191	7440	3466	3399	8191
8191	7438	5860	6538	8191
8191	7427	3370	246	8191
8191	7422	4599	7584	8191
8191	7417	6037	4323	8191
8191	7414	214	1887	8191
8191	7413	5111	4198	8191
8191	739	7076	3100	8191
8191	7388	5699	6272	8191
8191	7388	3772	767	8191
8191	7388	1737	4922	8191
8191	7385	1924	6518	8191
8191	7377	5316	4069	8191
8191	7358	5116	4722	8191
8191	7342	7785	909	8191
8191	7328	845	396	8191
8191	7328	2933	3576	8191
8191	7327	6270	6444	8191
8191	7307	3518	8070	8191
8191	7293	2450	5990	8191
8191	7292	6371	3915	8191
8191	7288	5024	2198	8191
8191	7282	6993	5292	8191
8191	7281	7395	4190	8191
8191	7281	2556	7600	8191
8191	7250	7317	4460	8191
8191	7248	1188	6933	8191
8191	7243	4899	236	8191
8191	7243	3933	4481	8191
8191	724	2775	5820	8191
8191	7236	5401	3904	8191
8191	7231	3554	3072	8191
8191	7225	2011	4768	8191
8191	7217	8005	6762	8191
8191	7212	7499	5829	8191
8191	7190	4197	4239	8191
8191	7180	7119	1277	8191
8191	7148	7839	4896	8191
8191	7148	2210	6807	8191
8191	713	2608	2935	8191
8191	7130	2735	4922	8191
8191	7119	5742	3783	8191
8191	7105	3755	6386	8191
8191	7105	3553	4167	8191
8191	710	3377	8033	8191
8191	7103	1332	1718	8191
8191	7095	1383	7676	8191
8191	7073	6793	1688	8191
8191	7071	3690	4566	8191
8191	7064	4382	6994	8191
8191	7042	2056	4373	8191
8191	7037	753	1800	8191
8191	7033	4443	608	8191
8191	7029	429	7862	8191
8191	7023	4430	5495	8191
8191	7023	1043	6815	8191
8191	7019	1244	3812	8191
8191	7008	4763	633	8191
8191	7007	7337	2262	8191
8191	7005	6243	3602	8191
8191	6994	2899	856	8191
8191	6983	8036	3529	8191
8191	698	1469	5140	8191
8191	6980	574	849	8191
8191	6976	8099	1084	8191
8191	69	7441	6234	8191
8191	6972	3395	7911	8191
8191	6961	268	3765	8191
8191	6959	2537	5016	8191
8191	6955	6853	258	8191
8191	6955	3475	4140	8191
8191	6954	8106	3646	8191
8191	6952	3528	2927	8191
8191	6948	7693	7795	8191
8191	6948	2489	1774	8191
8191	6934	1210	2653	8191
8191	69	2596	856	8191
8191	692	4120	5673	8191
8191	6919	904	5885	8191
8191	690	924	1036	8191
8191	6900	2890	1396	8191
8191	6899	75	5903	8191
8191	6899	607	5915	8191
8191	6893	1344	1998	8191
8191	6892	4715	6892	8191
8191	6878	2559	202	8191
8191	6875	4999	5696	8191
8191	6872	6247	1278	8191
8191	6872	447	6376	8191
8191	6853	415	6188	8191
8191	6845	6412	1069	8191
8191	6845	3430	5005	8191
8191	6841	4106	2324	8191
8191	6838	7339	3317	8191
8191	6827	890	7855	8191
8191	6827	5661	1993	8191
8191	6827	5138	1121	8191
8191	6824	3785	6054	8191
8191	6818	2578	5150	8191
8191	6815	6597	5070	8191
8191	6815	5241	4632	8191
8191	6791	6797	4826	8191
8191	6787	1995	5741	8191
8191	6784	966	469	8191
8191	6784	1515	66	8191
8191	678	2132	5181	8191
8191	6781	6202	8127	8191
8191	6763	2536	7086	8191
8191	6756	1546	7261	8191
8191	6744	5808	5506	8191
8191	6740	1780	5906	8191
8191	6735	6157	1269	8191
8191	6735	5097	3457	8191
8191	6734	2312	3172	8191
8191	6726	7129	5063	8191
8191	6724	333	6480	8191
8191	6722	2687	2547	8191
8191	6718	4275	5631	8191
8191	6717	3217	4045	8191
8191	6708	1343	186	8191
8191	6707	4905	2688	8191
8191	6694	6616	1693	8191
8191	6693	4719	5629	8191
8191	6685	1471	4860	8191
8191	6666	1267	1836	8191
8191	6662	3919	5495	8191
8191	6658	5659	4452	8191
8191	6648	189	7204	8191
8191	6648	1395	6341	8191
8191	6635	2486	2708	8191
8191	6630	6037	3774	8191
8191	6625	2851	5466	8191
8191	6619	3285	3374	8191
8191	6613	7716	3407	8191
8191	661	2815	5135	8191
8191	6608	2667	1782	8191
8191	6605	3038	4343	8191
8191	6590	4113	4458	8191
8191	6590	1531	4689	8191
8191	6585	6649	1008	8191
8191	656	7352	6501	8191
8191	656	2095	7132	8191
8191	6558	819	6263	8191
8191	6558	755	1968	8191
8191	655	1696	6948	8191
8191	6550	6915	1945	8191
8191	6550	1756	2712	8191
8191	6541	2488	3951	8191
8191	6535	7523	8056	8191
8191	6526	4891	3828	8191
8191	6516	7985	6307	8191
8191	6516	3494	1310	8191
8191	6516	3320	1547	8191
8191	650	2264	3521	8191
8191	6498	5312	5973	8191
8191	6498	5025	4485	8191
8191	6486	4572	2036	8191
8191	6477	6766	564	8191
8191	6462	1260	7519	8191
8191	6457	2857	3896	8191
8191	6452	7846	269	8191
8191	6450	1706	7168	8191
8191	6449	1222	467	8191
8191	6444	3006	6928	8191
8191	6444	1477	5688	8191
8191	6441	5605	6130	8191
8191	6441	5370	1940	8191
8191	64	3826	6454	8191
8191	6435	7511	2988	8191
8191	6422	11	3961	8191
8191	6419	2325	4911	8191
8191	641	6195	1663	8191
8191	641	529	357	8191
8191	640	6906	1288	8191
8191	640	4588	4002	8191
8191	6403	1901	1651	8191
8191	6400	8131	1581	8191
8191	6399	2162	5164	8191
8191	6398	465	7526	8191
8191	6395	483	6056	8191
8191	6393	93	1448	8191
8191	6393	2105	3556	8191
8191	6376	6967	5711	8191
8191	6376	1105	656	8191
8191	6373	5248	5818	8191
8191	6371	7458	1366	8191
8191	6371	6098	1514	8191
8191	6370	602	8012	8191
8191	6370	2898	6365	8191
8191	635	4415	4721	8191
8191	6350	3567	6202	8191
8191	6320	1071	6042	8191
8191	6309	4086	5917	8191
8191	6308	3097	285	8191
8191	6302	1497	2326	8191
8191	629	3245	8167	8191
8191	629	2847	6601	8191
8191	6289	1858	4191	8191
8191	6282	4852	1658	8191
8191	6280	6094	387	8191
8191	6277	2856	5758	8191
8191	6266	5269	4924	8191
8191	6266	2873	1866	8191
8191	6256	6742	315	8191
8191	625	1988	847	8191
8191	6223	7301	34	8191
8191	6173	4396	2823	8191
8191	6157	7078	720	8191
8191	6129	159	834	8191
8191	6121	375	7577	8191
8191	6115	6556	356	8191
8191	611	5320	7532	8191
8191	6109	6116	7072	8191
8191	6073	1508	6757	8191
8191	606	760	4934	8191
8191	6065	6204	5964	8191
8191	6061	7619	6073	8191
8191	6048	6472	463	8191
8191	6046	7246	3280	8191
8191	6041	4929	7019	8191
8191	6020	6614	2989	8191
8191	6020	3253	3234	8191
8191	6019	7593	4883	8191
8191	6009	3162	798	8191
8191	6009	1548	124	8191
8191	5990	4109	3068	8191
8191	5975	1764	992	8191
8191	5969	8102	5710	8191
8191	5969	421	3931	8191
8191	5966	3360	4113	8191
8191	5966	1727	5447	8191
8191	596	5588	4717	8191
8191	5964	4649	3768	8191
8191	5959	7986	3137	8191
8191	595	2073	5359	8191
8191	5951	1406	5074	8191
8191	5950	2671	561	8191
8191	5939	8036	5907	8191
8191	5935	2479	5049	8191
8191	5931	5261	893	8191
8191	5929	225	7342	8191
8191	5914	7463	1930	8191
8191	5911	4167	4161	8191
8191	5904	5299	6916	8191
8191	5895	1797	2200	8191
8191	5891	5485	4258	8191
8191	5877	1345	7127	8191
8191	5875	1723	3651	8191
8191	5855	776	3813	8191
8191	5854	3277	3627	8191
8191	5854	2192	4222	8191
8191	5850	1392	714	8191
8191	5845	6428	3033	8191
8191	583	6930	7148	8191
8191	5836	7559	1692	8191
8191	583	2812	2400	8191
8191	5825	1053	7274	8191
8191	5805	5621	458	8191
8191	580	265	3070	8191
8191	5798	6891	1801	8191
8191	5780	3340	1748	8191
8191	576	5698	6085	8191
8191	5764	1740	1610	8191
8191	5761	247	1953	8191
8191	5756	4199	5593	8191
8191	5753	7959	2910	8191
8191	5752	3782	7897	8191
8191	5743	4842	1635	8191
8191	573	3443	2374	8191
8191	572	5552	2113	8191
8191	5715	4157	1160	8191
8191	5701	4601	530	8191
8191	5698	6086	6966	8191
8191	5695	3769	7735	8191
8191	5695	1306	5798	8191
8191	5687	4188	1215	8191
8191	5683	5878	4812	8191
8191	5683	4568	7660	8191
8191	5678	4951	4464	8191
8191	5676	733	7568	8191
8191	5671	7146	2797	8191
8191	5661	5241	5616	8191
8191	566	1368	7152	8191
8191	5658	2134	5081	8191
8191	5649	5094	5458	8191
8191	5649	2073	7199	8191
8191	5647	504	5712	8191
8191	5646	3438	4185	8191
8191	5642	1140	6515	8191
8191	5629	6432	3977	8191
8191	5623	4515	6973	8191
8191	5618	7753	4838	8191
8191	5614	6451	7808	8191
8191	561	3480	4973	8191
8191	5609	3139	605	8191
8191	5604	6135	7901	8191
8191	5604	4590	56	8191
8191	5597	7428	7416	8191
8191	5589	4419	6323	8191
8191	5582	3610	55	8191
8191	5575	5944	7745	8191
8191	5575	3151	1400	8191
8191	5565	4957	843	8191
8191	5564	3659	7141	8191
8191	5527	3602	8042	8191
8191	5523	5186	6021	8191
8191	5522	3274	7411	8191
8191	5519	7795	6042	8191
8191	5507	4004	2142	8191
8191	5500	3574	7700	8191
8191	5498	4370	5106	8191
8191	5491	6794	691	8191
8191	5485	1107	1130	8191
8191	5473	7562	2730	8191
8191	5463	2066	5667	8191
8191	5458	7579	6561	8191
8191	5452	6646	7192	8191
8191	5452	2778	416	8191
8191	5446	1778	2535	8191
8191	5439	995	1809	8191
8191	5433	1849	7138	8191
8191	5418	5466	7887	8191
8191	541	1137	7072	8191
8191	5410	5362	3577	8191
8191	5402	5601	6831	8191
8191	5395	5102	3601	8191
8191	5394	2144	2916	8191
8191	5388	7505	685	8191
8191	5388	1917	8122	8191
8191	538	734	4063	8191
8191	5373	7927	5356	8191
8191	5354	4417	6117	8191
8191	5343	5878	34	8191
8191	5343	4231	3979	8191
8191	5340	7773	7386	8191
8191	5340	6939	7952	8191
8191	5333	6973	8149	8191
8191	5329	1762	2667	8191
8191	5322	2256	1532	8191
8191	5321	4561	1889	8191
8191	5321	1168	6130	8191
8191	5316	1028	6282	8191
8191	5314	3229	5368	8191
8191	5312	157	1870	8191
8191	530	3876	7899	8191
8191	530	1611	3280	8191
8191	5296	7590	6623	8191
8191	529	5067	8084	8191
8191	5294	1745	1249	8191
8191	5277	1227	4316	8191
8191	5270	6764	261	8191
8191	5265	5539	3293	8191
8191	5265	5075	503	8191
8191	5261	4628	2747	8191
8191	5258	2458	980	8191
8191	5257	5110	7987	8191
8191	5255	4823	2669	8191
8191	5253	490	6933	8191
8191	5244	6834	3820	8191
8191	5243	936	5599	8191
8191	5242	2131	6565	8191
8191	52	3797	3775	8191
8191	523	3072	2597	8191
8191	5231	5957	1503	8191
8191	5230	3357	2582	8191
8191	5228	6112	5447	8191
8191	5227	5817	5331	8191
8191	5225	3532	4059	8191
8191	5225	2640	4608	8191
8191	5223	4930	3440	8191
8191	5219	2991	5739	8191
8191	5201	4768	5806	8191
8191	5198	1295	671	8191
8191	5185	2120	6269	8191
8191	5184	2017	8052	8191
8191	5179	5593	5074	8191
8191	5178	1	935	8191
8191	5171	3651	4280	8191
8191	5159	794	353	8191
8191	5142	5905	5088	8191
8191	5134	6524	6752	8191
8191	5123	5344	6385	8191
8191	5121	7666	7801	8191
8191	5120	4604	4064	8191
8191	5114	4974	5386	8191
8191	5111	4419	3864	8191
8191	5110	4152	2394	8191
8191	5096	7142	481	8191
8191	5091	8062	5858	8191
8191	5091	6740	5524	8191
8191	5091	5004	5392	8191
8191	5083	6571	4000	8191
8191	5081	3212	3567	8191
8191	5072	6692	5418	8191
8191	5071	3296	2237	8191
8191	5053	3689	627	8191
8191	5047	1845	5891	8191
8191	5041	7073	607	8191
8191	5041	3944	5850	8191
8191	5035	360	1081	8191
8191	5034	2206	8078	8191
8191	5032	6711	2432	8191
8191	4987	4790	2197	8191
8191	4985	7461	4603	8191
8191	4984	2993	2215	8191
8191	4983	3855	7063	8191
8191	4982	1437	2448	8191
8191	4979	4952	8042	8191
8191	4979	1941	1288	8191
8191	4967	3095	1869	8191
8191	494	5963	4844	8191
8191	4931	7814	3787	8191
8191	4923	10	6321	8191
8191	49	216	2003	8191
8191	491	4078	2977	8191
8191	4910	7277	3520	8191
8191	4906	3525	5411	8191
8191	4902	1613	279	8191
8191	4900	7322	4087	8191
8191	489	372	914	8191
8191	4890	7027	621	8191
8191	4872	5922	2222	8191
8191	4865	3317	1875	8191
8191	4864	2779	3251	8191
8191	4856	6868	4728	8191
8191	4853	6077	1811	8191
8191	484	7019	321	8191
